"Batch"	"oldName"	"subject"	"method"	"sample_type"	"con_bac"	"bac_load"	"con_human"	"host_load"	"total_load"
"238"	"batch6"	"BAH23_S"	"HZ23"	"S"	"BALF"	2.309	1385.448	0	0	1385.448
"239"	"batch3"	"BAL01_W"	"LG01"	"W"	"BALF"	2.221	1332.859	5.265	3158.759	4491.618
"240"	"batch11"	"OPL26_M"	"LG26"	"M"	"OP"	2.209	1325.569	0	0	1325.569
"241"	"batch2"	"BAL05_RM"	"LG05"	"RM"	"BALF"	2.185	1310.752	0.201	120.538	1431.29
"242"	"batch3"	"BAL03_RM"	"LG03"	"RM"	"BALF"	2.142	1285.398	0.068	40.698	1326.095
"243"	"batch3"	"BAL13_H"	"LG13"	"H"	"BALF"	1.928	1156.765	1.53	918.172	2074.936
"244"	"batch13"	"OPH34_H"	"HZ34"	"H"	"OP"	1.881	1128.452	0	0	1128.452
"245"	"batch4"	"BAL14_F"	"LG14"	"Fil"	"BALF"	1.871	1122.817	17.155	10292.772	11415.589
"246"	"batch2"	"BAL05_R"	"LG05"	"R"	"BALF"	1.837	1102.313	3439.622	2063772.996	2064875.308
"247"	"batch4"	"BAL15_F"	"LG15"	"Fil"	"BALF"	1.795	1077.149	24.059	14435.202	15512.352
"248"	"Batch3"	"OPL10_P"	"LG10"	"P"	"OP"	1.736	1041.85	2.338	1402.932	2444.783
"249"	"Batch5"	"OPL13_S"	"LG13"	"S"	"OP"	1.729	1037.271	0	0	1037.271
"250"	"batch12"	"OPL29_M"	"LG29"	"M"	"OP"	1.652	991.267	0.219	131.291	1122.557
"251"	"batch11"	"OPL24_P"	"LG24"	"P"	"OP"	1.639	983.611	2.855	1713.183	2696.793
"252"	"batch6"	"BAH23_W"	"HZ23"	"W"	"BALF"	1.639	983.449	1.041	624.406	1607.855
"253"	"batch2"	"BAL09_S"	"LG09"	"S"	"BALF"	1.638	982.817	1.058	635.024	1617.841
"254"	"Batch4"	"OPL13_F"	"LG13"	"Fil"	"OP"	1.321	977.003	0	0	977.003
"255"	"batch1"	"BAL04_H"	"LG04"	"H"	"BALF"	1.601	960.504	0.366	219.386	1179.89
"256"	"batch14"	"OPH36_M"	"HZ36"	"M"	"OP"	1.561	936.547	0.173	103.986	1040.533
"257"	"batch5"	"BAH20_P"	"HZ20"	"P"	"BALF"	1.553	931.807	2671.453	1602871.784	1603803.591
"258"	"batch5"	"BAL18_P"	"LG18"	"P"	"BALF"	1.536	921.845	172454.164	103472498.3	103473420.145
"259"	"batch4"	"BAL17_S"	"LG17"	"S"	"BALF"	1.522	913.009	1.519	911.512	1824.521
"260"	"batch1"	"BAL02_R"	"LG02"	"R"	"BALF"	1.509	905.325	33578.326	20146995.469	20147900.794
"261"	"batch5"	"BAH20_RM"	"HZ20"	"RM"	"BALF"	1.448	868.653	1.38	828.071	1696.723
"262"	"Batch9"	"OPL19_P"	"LG19"	"P"	"OP"	1.406	843.422	0.299	179.473	1022.894
"263"	"batch6"	"BAH23_P"	"HZ23"	"P"	"BALF"	1.4	840.178	267.072	160243.084	161083.261
"264"	"batch7"	"BAL26_W"	"LG26"	"W"	"BALF"	1.387	832.235	27.379	16427.616	17259.851
"265"	"batch11"	"OPL24_S"	"LG24"	"S"	"OP"	1.351	810.374	0.386	231.75	1042.124
"266"	"batch8"	"BAH33_P"	"HZ33"	"P"	"BALF"	1.34	804.049	23.25	13950.141	14754.189
"267"	"batch12"	"OPL28_S"	"LG28"	"S"	"OP"	1.334	800.328	0	0	800.328
"268"	"batch9"	"BAH36_R"	"HZ36"	"R"	"BALF"	1.308	784.972	220.401	132240.753	133025.724
"269"	"batch2"	"BAL09_P"	"LG09"	"P"	"BALF"	1.297	778.275	755.927	453556.19	454334.465
"270"	"batch3"	"BAL04_F"	"LG04"	"Fil"	"BALF"	1.288	772.675	0.031	18.862	791.537
"271"	"batch6"	"BAH30_M"	"HZ30"	"M"	"BALF"	1.257	753.902	6.513	3908.031	4661.933
"272"	"batch2"	"BAL10_S"	"LG10"	"S"	"BALF"	1.238	742.751	15.411	9246.332	9989.083
"273"	"batch3"	"BAL11_R"	"LG11"	"R"	"BALF"	1.228	736.668	232553.892	139532335.335	139533072.003
"274"	"batch3"	"BAL13_F"	"LG13"	"Fil"	"BALF"	1.227	736.001	0.246	147.803	883.805
"275"	"batch4"	"BAL17_W"	"LG17"	"W"	"BALF"	1.219	731.425	10.075	6045.031	6776.456
"276"	"batch2"	"BAL10_W"	"LG10"	"W"	"BALF"	1.183	710.017	55.419	33251.442	33961.459
"277"	"Batch8"	"OPL15_M"	"LG15"	"M"	"OP"	1.142	684.973	0	0	684.973
"278"	"batch11"	"OPL24_W"	"LG24"	"W"	"OP"	1.119	671.671	0.301	180.595	852.266
"279"	"batch4"	"BAL16_R"	"LG16"	"R"	"BALF"	1.067	640.419	94793.742	56876245.103	56876885.522
"280"	"batch3"	"BAL13_W"	"LG13"	"W"	"BALF"	1.062	637.405	0.895	536.766	1174.171
"281"	"batch12"	"OPL28_H"	"LG28"	"H"	"OP"	1.052	631.056	0.203	121.998	753.054
"282"	"batch4"	"BAL15_RM"	"LG15"	"RM"	"BALF"	1.025	614.835	21.341	12804.572	13419.407
"283"	"batch4"	"BAL14_RM"	"LG14"	"RM"	"BALF"	1.008	604.714	10.401	6240.629	6845.344
"284"	"batch12"	"OPL29_RM"	"LG29"	"RM"	"OP"	0.996	597.351	0	0	597.351
"285"	"batch2"	"BAL05_P"	"LG05"	"P"	"BALF"	0.992	595.296	623.8	374279.953	374875.249
"286"	"batch6"	"BAH22_R"	"HZ22"	"R"	"BALF"	0.946	567.779	3947.014	2368208.205	2368775.985
"287"	"batch3"	"BAL01_S"	"LG01"	"S"	"BALF"	0.935	561.24	0.411	246.655	807.894
"288"	"Batch8"	"OPL16_M"	"LG16"	"M"	"OP"	0.929	557.112	0.261	156.722	713.834
"289"	"Batch1"	"OPL02_R"	"LG02"	"R"	"OP"	0.904	542.117	1.303	781.611	1323.728
"290"	"batch5"	"BAL19_M"	"LG19"	"M"	"BALF"	0.897	538.429	19.35	11609.92	12148.35
"291"	"batch1"	"BAL01_M"	"LG01"	"M"	"BALF"	0.881	528.725	3.475	2084.728	2613.453
"292"	"Batch8"	"OPL16_R"	"LG16"	"R"	"OP"	0.865	518.876	0.409	245.577	764.453
"293"	"batch5"	"BAL19_P"	"LG19"	"P"	"BALF"	0.859	515.545	1949.838	1169902.826	1170418.371
"294"	"batch6"	"BAH30_W"	"HZ30"	"W"	"BALF"	0.842	505.197	6.25	3749.725	4254.923
"295"	"batch4"	"BAL14_M"	"LG14"	"M"	"BALF"	0.841	504.342	8.053	4831.57	5335.913
"296"	"batch13"	"OPL26_RM"	"LG26"	"RM"	"OP"	0.829	497.228	0	0	497.228
"297"	"batch4"	"BAL15_P"	"LG15"	"P"	"BALF"	0.816	489.62	3287.781	1972668.563	1973158.183
"298"	"Batch4"	"OPL12_W"	"LG12"	"W"	"OP"	0.776	465.59	0	0	465.59
"299"	"batch7"	"BAL24_RM"	"LG24"	"RM"	"BALF"	0.774	464.545	49.15	29489.986	29954.53
"300"	"batch2"	"BAL10_M"	"LG10"	"M"	"BALF"	0.764	458.482	29.329	17597.168	18055.65
"301"	"batch9"	"BAH34_S"	"HZ34"	"S"	"BALF"	0.76	456.227	0	0	456.227
"302"	"batch4"	"BAL14_P"	"LG14"	"P"	"BALF"	0.748	448.502	3173.293	1903975.784	1904424.286
"303"	"batch2"	"BAL07_F"	"LG07"	"Fil"	"BALF"	0.714	428.559	812.298	487378.571	487807.13
"304"	"batch5"	"BAH20_W"	"HZ20"	"W"	"BALF"	0.705	422.929	9.933	5960.076	6383.005
"305"	"batch11"	"OPL26_F"	"LG26"	"Fil"	"OP"	0.7	420.155	0	0	420.155
"306"	"batch7"	"BAL27_R"	"LG27"	"R"	"BALF"	0.138	413.024	29308.913	17585347.962	17585760.986
"307"	"batch2"	"BAL07_W"	"LG07"	"W"	"BALF"	0.681	408.542	401.391	240834.706	241243.248
"308"	"batch3"	"BAL12_S"	"LG12"	"S"	"BALF"	0.677	406.4	9.843	5905.94	6312.34
"309"	"batch11"	"OPL24_H"	"LG24"	"H"	"OP"	0.675	404.867	0.267	160.046	564.913
"310"	"batch12"	"OPL28_P"	"LG28"	"P"	"OP"	0.671	402.787	0.877	526.322	929.109
"311"	"Batch3"	"OPL09_RM"	"LG09"	"RM"	"OP"	0.639	383.155	0.398	238.582	621.737
"312"	"batch7"	"BAL27_RM"	"LG27"	"RM"	"BALF"	0.637	382.025	569.317	341590.394	341972.419
"313"	"batch5"	"BAL18_M"	"LG18"	"M"	"BALF"	0.62	372.018	158.833	95299.927	95671.945
"314"	"batch7"	"BAL26_RM"	"LG26"	"RM"	"BALF"	0.616	369.881	52.065	31239.128	31609.009
"315"	"batch12"	"OPL29_W"	"LG29"	"W"	"OP"	0.611	366.698	6.748	4049.053	4415.751
"316"	"batch5"	"BAH21_R"	"HZ21"	"R"	"BALF"	0.61	365.859	14954.918	8972950.981	8973316.839
"317"	"Batch3"	"OPL09_S"	"LG09"	"S"	"OP"	0.603	361.569	0	0	361.569
"318"	"Batch8"	"OPL16_RM"	"LG16"	"RM"	"OP"	0.599	359.315	0	0	359.315
"319"	"batch2"	"BAL09_M"	"LG09"	"M"	"BALF"	0.593	355.847	14.04	8423.877	8779.724
"320"	"batch6"	"BAH30_S"	"HZ30"	"S"	"BALF"	0.584	350.574	0.823	493.823	844.398
"321"	"batch5"	"BAL19_F"	"LG19"	"Fil"	"BALF"	0.564	338.154	122.123	73273.788	73611.942
"322"	"batch7"	"BAL27_F"	"LG27"	"Fil"	"BALF"	0.555	333.092	98.498	59098.981	59432.073
"323"	"batch6"	"BAH30_P"	"HZ30"	"P"	"BALF"	0.553	331.739	40.666	24399.687	24731.426
"324"	"batch4"	"BAL16_H"	"LG16"	"H"	"BALF"	0.546	327.745	1.982	1189.18	1516.925
"325"	"batch3"	"BAL02_W"	"LG02"	"W"	"BALF"	0.543	325.83	2.829	1697.51	2023.34
"326"	"batch2"	"BAL07_M"	"LG07"	"M"	"BALF"	0.526	315.784	1164.111	698466.495	698782.278
"327"	"batch6"	"BAH22_RM"	"HZ22"	"RM"	"BALF"	0.52	312.234	47.184	28310.169	28622.403
"328"	"batch7"	"BAL24_S"	"LG24"	"S"	"BALF"	0.519	311.244	1.329	797.231	1108.476
"329"	"batch2"	"BAL05_S"	"LG05"	"S"	"BALF"	0.515	308.762	0.076	45.327	354.088
"330"	"batch2"	"BAL05_W"	"LG05"	"W"	"BALF"	0.512	307.094	0.031	18.508	325.602
"331"	"batch7"	"BAL27_S"	"LG27"	"S"	"BALF"	0.51	305.846	13.368	8020.64	8326.485
"332"	"batch1"	"BAL03_F"	"LG03"	"Fil"	"BALF"	0.502	301.092	0	0	301.092
"333"	"batch2"	"BAL07_RM"	"LG07"	"RM"	"BALF"	0.496	297.401	7334.638	4400782.892	4401080.293
"334"	"batch11"	"OPL26_S"	"LG26"	"S"	"OP"	0.48	288.067	0	0	288.067
"335"	"batch1"	"BAL03_W"	"LG03"	"W"	"BALF"	0.478	286.529	0	0	286.529
"336"	"batch14"	"OPH37_R"	"HZ37"	"R"	"OP"	0.45	268.628	4.873	2923.971	3192.599
"337"	"batch5"	"BAH21_S"	"HZ21"	"S"	"BALF"	0.447	268.494	1.812	1087.189	1355.683
"338"	"Batch10"	"OPH21_H"	"HZ21"	"H"	"OP"	0.43	258.219	0.146	87.871	346.09
"339"	"batch2"	"BAL10_F"	"LG10"	"Fil"	"BALF"	0.427	256.13	12.125	7275.21	7531.34
"340"	"batch7"	"BAL27_W"	"LG27"	"W"	"BALF"	0.422	253.302	78.13	46878.247	47131.549
"341"	"batch3"	"BAL11_W"	"LG11"	"W"	"BALF"	0.401	240.765	129.21	77526.015	77766.781
"342"	"batch4"	"BAL17_M"	"LG17"	"M"	"BALF"	0.397	238.009	4.292	2575.303	2813.311
"343"	"Batch8"	"OPL15_S"	"LG15"	"S"	"OP"	0.39	233.754	0	0	233.754
"344"	"batch2"	"BAL07_S"	"LG07"	"S"	"BALF"	0.387	232.222	132.389	79433.692	79665.914
"345"	"batch7"	"BAL24_F"	"LG24"	"Fil"	"BALF"	0.385	230.998	7.51	4506.058	4737.056
"346"	"Batch8"	"OPL16_S"	"LG16"	"S"	"OP"	0.369	221.321	0	0	221.321
"347"	"batch6"	"BAH23_M"	"HZ23"	"M"	"BALF"	0.364	218.387	0.209	125.241	343.628
"348"	"batch2"	"BAL05_M"	"LG05"	"M"	"BALF"	0.362	217.451	0	0	217.451
"349"	"batch4"	"BAL15_M"	"LG15"	"M"	"BALF"	0.361	216.501	21.483	12889.914	13106.415
"350"	"batch11"	"OPL26_W"	"LG26"	"W"	"OP"	0.36	216.193	0.244	146.306	362.499
"351"	"batch5"	"BAH20_S"	"HZ20"	"S"	"BALF"	0.359	215.597	0.56	335.823	551.42
"352"	"batch3"	"BAL12_M"	"LG12"	"M"	"BALF"	0.353	211.546	5.474	3284.392	3495.938
"353"	"batch5"	"BAL19_RM"	"LG19"	"RM"	"BALF"	0.352	211.47	4.885	2931.2	3142.671
"354"	"batch7"	"BAL26_S"	"LG26"	"S"	"BALF"	0.352	210.909	3.583	2149.866	2360.775
"355"	"Batch3"	"OPL09_W"	"LG09"	"W"	"OP"	0.343	205.575	0.378	226.73	432.305
"356"	"batch4"	"BAL14_W"	"LG14"	"W"	"BALF"	0.335	201.071	13.819	8291.172	8492.243
"357"	"batch14"	"OPH36_W"	"HZ36"	"W"	"OP"	0.323	193.757	0	0	193.757
"358"	"batch12"	"OPL29_F"	"LG29"	"Fil"	"OP"	0.36	193.477	0.208	111.685	305.162
"359"	"batch7"	"BAL26_F"	"LG26"	"Fil"	"BALF"	0.315	188.754	8.786	5271.664	5460.418
"360"	"batch7"	"BAL24_P"	"LG24"	"P"	"BALF"	0.306	183.567	2542.773	1525663.968	1525847.535
"361"	"Batch1"	"OPL02_S"	"LG02"	"S"	"OP"	0.305	182.938	0	0	182.938
"362"	"batch4"	"BAL14_S"	"LG14"	"S"	"BALF"	0.305	182.871	12.729	7637.259	7820.13
"363"	"batch7"	"BAL24_M"	"LG24"	"M"	"BALF"	0.295	177.18	22.089	13253.298	13430.478
"364"	"Batch1"	"OPL03_R"	"LG03"	"R"	"OP"	0.295	176.851	5.272	3163.139	3339.99
"365"	"Batch8"	"OPL15_RM"	"LG15"	"RM"	"OP"	0.293	175.75	0	0	175.75
"366"	"batch5"	"BAL19_H"	"LG19"	"H"	"BALF"	0.288	172.664	661.851	397110.433	397283.097
"367"	"batch5"	"BAH20_F"	"HZ20"	"Fil"	"BALF"	0.277	166.19	0.373	223.958	390.148
"368"	"batch4"	"BAL16_F"	"LG16"	"Fil"	"BALF"	0.272	163.148	4.91	2945.991	3109.138
"369"	"batch1"	"BAL03_P"	"LG03"	"P"	"BALF"	0.27	162.139	38.114	22868.453	23030.591
"370"	"Batch8"	"OPL15_F"	"LG15"	"Fil"	"OP"	0.282	160.998	0	0	160.998
"371"	"batch2"	"BAL10_P"	"LG10"	"P"	"BALF"	0.267	160.482	3239.507	1943703.994	1943864.476
"372"	"batch1"	"BAL02_M"	"LG02"	"M"	"BALF"	0.262	157.398	21.388	12832.65	12990.047
"373"	"Batch4"	"OPL13_H"	"LG13"	"H"	"OP"	0.313	156.737	0.356	178.012	334.749
"374"	"batch11"	"OPL26_H"	"LG26"	"H"	"OP"	0.258	155.016	0	0	155.016
"375"	"Batch1"	"OPL02_M"	"LG02"	"M"	"OP"	0.297	154.542	0	0	154.542
"376"	"batch5"	"BAL18_H"	"LG18"	"H"	"BALF"	0.254	152.486	19.1	11460.204	11612.69
"377"	"batch10"	"BAH33_H"	"HZ33"	"H"	"BALF"	0.245	146.869	0.09	53.723	200.592
"378"	"Batch2"	"OPL04_R"	"LG04"	"R"	"OP"	0.235	141.072	1.5	899.856	1040.928
"379"	"Batch8"	"OPL16_F"	"LG16"	"Fil"	"OP"	0.234	135.585	0	0	135.585
"380"	"Batch3"	"OPL11_R"	"LG11"	"R"	"OP"	0.226	135.569	16.291	9774.743	9910.312
"381"	"batch4"	"BAL15_S"	"LG15"	"S"	"BALF"	0.221	132.818	1.243	746.04	878.858
"382"	"batch12"	"OPL29_S"	"LG29"	"S"	"OP"	0.221	132.519	0	0	132.519
"383"	"batch9"	"BAH36_RM"	"HZ36"	"RM"	"BALF"	0.221	132.453	0	0	132.453
"384"	"batch3"	"BAL11_M"	"LG11"	"M"	"BALF"	0.214	128.2	71.809	43085.548	43213.747
"385"	"Batch1"	"OPL01_R"	"LG01"	"R"	"OP"	0.211	126.708	0.818	490.889	617.597
"386"	"batch9"	"BAH34_M"	"HZ34"	"M"	"BALF"	0.209	125.356	0.171	102.759	228.115
"387"	"Batch1"	"OPL02_P"	"LG02"	"P"	"OP"	0.209	125.224	0	0	125.224
"388"	"Batch2"	"OPL01_RM"	"LG01"	"RM"	"OP"	0.207	124.034	0.411	246.312	370.346
"389"	"batch10"	"BAH34_RM"	"HZ34"	"RM"	"BALF"	0.205	123.272	0.543	325.624	448.896
"390"	"batch7"	"BAL24_W"	"LG24"	"W"	"BALF"	0.199	119.542	2.864	1718.217	1837.759
"391"	"batch6"	"BAH30_H"	"HZ30"	"H"	"BALF"	0.197	118.018	0.118	70.895	188.913
"392"	"batch9"	"BAH36_M"	"HZ36"	"M"	"BALF"	0.196	117.402	0	0	117.402
"393"	"batch5"	"BAH20_H"	"HZ20"	"H"	"BALF"	0.194	116.115	12.176	7305.807	7421.922
"394"	"batch9"	"BAH36_P"	"HZ36"	"P"	"BALF"	0.193	115.703	54.338	32603.052	32718.755
"395"	"batch1"	"BAL02_P"	"LG02"	"P"	"BALF"	0.189	113.382	3560.446	2136267.816	2136381.198
"396"	"Batch3"	"OPL11_M"	"LG11"	"M"	"OP"	0.217	113.086	0.287	149.366	262.452
"397"	"batch7"	"BAL27_P"	"LG27"	"P"	"BALF"	0.188	112.712	1003.027	601815.974	601928.686
"398"	"Batch3"	"OPL09_P"	"LG09"	"P"	"OP"	0.188	112.634	0.639	383.188	495.822
"399"	"batch4"	"BAL17_H"	"LG17"	"H"	"BALF"	0.188	112.529	2.605	1563.254	1675.783
"400"	"batch1"	"BAL01_H"	"LG01"	"H"	"BALF"	0.182	109.04	0.056	33.373	142.413
"401"	"batch2"	"BAL05_H"	"LG05"	"H"	"BALF"	0.181	108.688	0	0	108.688
"402"	"batch3"	"BAL11_F"	"LG11"	"Fil"	"BALF"	0.179	107.159	6.72	4032.296	4139.455
"403"	"Batch2"	"OPL04_M"	"LG04"	"M"	"OP"	0.2	104.212	0	0	104.212
"404"	"batch9"	"BAH22_M"	"HZ22"	"M"	"BALF"	0.17	102.07	14.493	8695.628	8797.698
"405"	"batch5"	"BAH21_RM"	"HZ21"	"RM"	"BALF"	0.165	99	2.639	1583.216	1682.216
"406"	"batch6"	"BAH30_RM"	"HZ30"	"RM"	"BALF"	0.161	96.736	3.056	1833.326	1930.062
"407"	"batch5"	"BAL19_W"	"LG19"	"W"	"BALF"	0.161	96.595	4.524	2714.303	2810.898
"408"	"batch14"	"OPH36_F"	"HZ36"	"Fil"	"OP"	0.114	94.765	0	0	94.765
"409"	"batch9"	"BAH34_W"	"HZ34"	"W"	"BALF"	0.154	92.107	0.51	305.729	397.836
"410"	"batch2"	"BAL05_F"	"LG05"	"Fil"	"BALF"	0.153	91.501	0.23	138.233	229.734
"411"	"Batch8"	"OPL16_W"	"LG16"	"W"	"OP"	0.152	91.362	0	0	91.362
"412"	"batch14"	"OPH37_M"	"HZ37"	"M"	"OP"	0.152	91.316	0.199	119.659	210.975
"413"	"Batch3"	"OPL09_F"	"LG09"	"Fil"	"OP"	0.103	87.605	0	0	87.605
"414"	"batch2"	"BAL09_H"	"LG09"	"H"	"BALF"	0.146	87.601	2.479	1487.257	1574.858
"415"	"batch3"	"BAL11_P"	"LG11"	"P"	"BALF"	0.142	85.362	19795.296	11877177.54	11877262.901
"416"	"batch9"	"BAH34_F"	"HZ34"	"Fil"	"BALF"	0.142	85.035	0.152	91.482	176.517
"417"	"batch13"	"OPH34_S"	"HZ34"	"S"	"OP"	0.139	83.26	0	0	83.26
"418"	"batch9"	"BAH34_R"	"HZ34"	"R"	"BALF"	0.138	83.029	129.681	77808.523	77891.552
"419"	"batch12"	"OPL29_P"	"LG29"	"P"	"OP"	0.138	82.603	2.934	1760.478	1843.081
"420"	"Batch5"	"OPL01_M"	"LG01"	"M"	"OP"	0.157	81.42	0.099	59.28	140.7
"421"	"Batch8"	"OPL15_W"	"LG15"	"W"	"OP"	0.136	81.311	0	0	81.311
"422"	"batch13"	"OPH34_P"	"HZ34"	"P"	"OP"	0.13	77.857	0	0	77.857
"423"	"batch7"	"BAL27_M"	"LG27"	"M"	"BALF"	0.128	77.026	53.831	32298.354	32375.38
"424"	"Batch8"	"OPL16_H"	"LG16"	"H"	"OP"	0.124	74.252	0	0	74.252
"425"	"batch14"	"OPH37_F"	"HZ37"	"Fil"	"OP"	0.091	71.474	0	0	71.474
"426"	"batch3"	"BAL12_H"	"LG12"	"H"	"BALF"	0.119	71.31	1.638	982.773	1054.083
"427"	"batch1"	"BAL03_M"	"LG03"	"M"	"BALF"	0.116	69.827	0	0	69.827
"428"	"Batch1"	"OPL02_H"	"LG02"	"H"	"OP"	0.138	69.183	0	0	69.183
"429"	"batch2"	"BAL10_H"	"LG10"	"H"	"BALF"	0.113	67.847	7.626	4575.763	4643.61
"430"	"batch2"	"BAL10_RM"	"LG10"	"RM"	"BALF"	0.112	67.246	17.139	10283.478	10350.724
"431"	"batch4"	"BAL14_H"	"LG14"	"H"	"BALF"	0.111	66.378	2.938	1763.032	1829.41
"432"	"batch13"	"OPH34_W"	"HZ34"	"W"	"OP"	0.105	63.056	0	0	63.056
"433"	"batch9"	"BAH36_W"	"HZ36"	"W"	"BALF"	0.103	61.924	0	0	61.924
"434"	"batch5"	"BAH21_P"	"HZ21"	"P"	"BALF"	0.103	61.562	667.799	400679.446	400741.008
"435"	"batch11"	"OPL26_P"	"LG26"	"P"	"OP"	0.101	60.497	0	0	60.497
"436"	"batch1"	"BAL02_H"	"LG02"	"H"	"BALF"	0.099	59.108	1.515	909.272	968.38
"437"	"batch6"	"BAH22_P"	"HZ22"	"P"	"BALF"	0.095	57.257	145.949	87569.468	87626.725
"438"	"batch12"	"OPL29_H"	"LG29"	"H"	"OP"	0.094	56.163	0.153	91.856	148.018
"439"	"batch8"	"BAH33_RM"	"HZ33"	"RM"	"BALF"	0.093	55.754	0.058	34.926	90.68
"440"	"Batch4"	"OPL13_P"	"LG13"	"P"	"OP"	0.091	54.487	0	0	54.487
"441"	"batch7"	"BAL26_H"	"LG26"	"H"	"BALF"	0.091	54.321	12.648	7588.765	7643.086
"442"	"batch3"	"BAL02_F"	"LG02"	"Fil"	"BALF"	0.09	54.209	8.472	5083.42	5137.629
"443"	"Batch3"	"OPL09_H"	"LG09"	"H"	"OP"	0.107	53.426	0	0	53.426
"444"	"batch9"	"BAH36_F"	"HZ36"	"Fil"	"BALF"	0.087	52.363	0	0	52.363
"445"	"batch2"	"BAL07_H"	"LG07"	"H"	"BALF"	0.086	51.697	19.619	11771.107	11822.804
"446"	"Batch3"	"OPL11_F"	"LG11"	"Fil"	"OP"	0.071	51.189	0	0	51.189
"447"	"batch3"	"BAL02_RM"	"LG02"	"RM"	"BALF"	0.085	50.835	25.798	15478.792	15529.627
"448"	"batch4"	"BAL16_W"	"LG16"	"W"	"BALF"	0.085	50.812	249.412	149646.92	149697.731
"449"	"batch3"	"BAL12_P"	"LG12"	"P"	"BALF"	0.083	49.897	53.573	32143.777	32193.674
"450"	"batch5"	"BAL19_S"	"LG19"	"S"	"BALF"	0.083	49.814	0	0	49.814
"451"	"batch3"	"BAL12_W"	"LG12"	"W"	"BALF"	0.082	49.407	0.769	461.135	510.542
"452"	"batch4"	"BAL15_H"	"LG15"	"H"	"BALF"	0.082	49.159	0.504	302.258	351.417
"453"	"batch14"	"OPH36_H"	"HZ36"	"H"	"OP"	0.082	49.121	0	0	49.121
"454"	"Batch3"	"OPL11_RM"	"LG11"	"RM"	"OP"	0.078	46.61	0	0	46.61
"455"	"batch7"	"BAL27_H"	"LG27"	"H"	"BALF"	0.069	41.557	5.24	3143.99	3185.547
"456"	"Batch8"	"OPL15_P"	"LG15"	"P"	"OP"	0.069	41.433	1.941	1164.842	1206.276
"457"	"batch7"	"BAL24_H"	"LG24"	"H"	"BALF"	0.066	39.496	0.04	24.235	63.731
"458"	"Batch1"	"OPL02_W"	"LG02"	"W"	"OP"	0.065	38.773	0	0	38.773
"459"	"batch9"	"BAH37_R"	"HZ37"	"R"	"BALF"	0.064	38.182	1632.427	979456	979494.182
"460"	"batch14"	"OPH37_RM"	"HZ37"	"RM"	"OP"	0.062	37.101	0	0	37.101
"461"	"batch3"	"BAL11_RM"	"LG11"	"RM"	"BALF"	0.061	36.897	16.026	9615.629	9652.526
"462"	"Batch2"	"OPL04_RM"	"LG04"	"RM"	"OP"	0.061	36.733	0	0	36.733
"463"	"batch6"	"BAH23_H"	"HZ23"	"H"	"BALF"	0.061	36.712	0	0	36.712
"464"	"batch14"	"OPH35_M"	"HZ35"	"M"	"OP"	0.061	36.394	0.776	465.456	501.85
"465"	"batch2"	"BAL09_W"	"LG09"	"W"	"BALF"	0.055	32.927	1.584	950.472	983.398
"466"	"Batch2"	"OPL02_RM"	"LG02"	"RM"	"OP"	0.054	32.103	0	0	32.103
"467"	"batch9"	"BAH36_H"	"HZ36"	"H"	"BALF"	0.053	31.812	0	0	31.812
"468"	"batch5"	"BAH20_M"	"HZ20"	"M"	"BALF"	0.049	29.695	21.014	12608.193	12637.888
"469"	"batch3"	"BAL11_S"	"LG11"	"S"	"BALF"	0.049	29.475	1.117	670.203	699.678
"470"	"Batch3"	"OPL11_S"	"LG11"	"S"	"OP"	0.048	28.759	0	0	28.759
"471"	"batch7"	"BAL26_M"	"LG26"	"M"	"BALF"	0.046	27.871	79.56	47736.235	47764.107
"472"	"Batch2"	"OPL04_S"	"LG04"	"S"	"OP"	0.043	25.916	0	0	25.916
"473"	"batch9"	"BAH35_H"	"HZ35"	"H"	"BALF"	0.042	24.911	0	0	24.911
"474"	"Batch1"	"OPL03_RM"	"LG03"	"RM"	"OP"	0.041	24.623	0	0	24.623
"475"	"batch9"	"BAH37_H"	"HZ37"	"H"	"BALF"	0.041	24.622	2.364	1418.426	1443.048
"476"	"batch14"	"OPH37_S"	"HZ37"	"S"	"OP"	0.041	24.505	0	0	24.505
"477"	"batch1"	"BAL03_H"	"LG03"	"H"	"BALF"	0.039	23.281	0	0	23.281
"478"	"Batch1"	"OPL03_M"	"LG03"	"M"	"OP"	0.045	23.272	0.389	202.19	225.462
"479"	"batch3"	"BAL02_S"	"LG02"	"S"	"BALF"	0.038	22.898	19.16	11495.908	11518.806
"480"	"Batch3"	"OPL11_H"	"LG11"	"H"	"OP"	0.042	21.183	0	0	21.183
"481"	"Batch1"	"OPL02_F"	"LG02"	"Fil"	"OP"	0.027	21.099	0	0	21.099
"482"	"batch5"	"BAH21_F"	"HZ21"	"Fil"	"BALF"	0.034	20.413	1.24	743.899	764.312
"483"	"batch9"	"BAH37_M"	"HZ37"	"M"	"BALF"	0.033	19.931	4.055	2433.076	2453.008
"484"	"Batch2"	"OPL04_H"	"LG04"	"H"	"OP"	0.039	19.724	0	0	19.724
"485"	"Batch2"	"OPL04_F"	"LG04"	"Fil"	"OP"	0.024	19.569	0	0	19.569
"486"	"batch4"	"BAL16_P"	"LG16"	"P"	"BALF"	0.032	18.92	14627.036	8776221.564	8776240.483
"487"	"Batch3"	"OPL11_W"	"LG11"	"W"	"OP"	0.031	18.512	0	0	18.512
